"","X.2","X.1","X","CaseID","Opened","Closed","Updated","Status","Status.Notes","Responsible.Agency","Category","Request.Type","Request.Details","Address","Supervisor.District","Neighborhood","Point","Source","Media.URL","Lat","Long","Census.Block","Zip","Map.Url","Resolve.Time"
"3889",3889,3901,264593,4657549,2015-04-12 12:10:00,NA,"04/12/2015 03:16:00 PM","Open","Open","RPD GGP Queue","Rec and Park Requests","Park - Park_Patrol","Other","GGP South Lake, , SAN FRANCISCO, CA, 94122",1,"Golden Gate Park","(37.765076046, -122.4998602)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/552ac315df863ce6b4d27196/report.jpg",37.765076046,-122.4998602,60759803001,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76525365,-122.499894251818,0,0,|&center=37.76525365,-122.499894251818&zoom=15&rand=396181943",NA
"3890",3890,3902,925648,1300561,2012-08-18 20:42:00,2012-08-29 11:16:00,"08/29/2012 11:16:00 AM","Closed",NA,"DPW Ops Queue","Graffiti Private Property","Offensive Graffiti on Private Property","Building_commercial - Offensive","Intersection of BROADWAY and ROMOLO ST",3,"North Beach","(37.7979201398115, -122.406231536823)","Web Self Service","https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=1300561",37.7979201398115,-122.406231536823,60750106003,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7977824,-122.4062868,0,0,|&center=37.7977824,-122.4062868&zoom=15&rand=1331124194",254.57
"3891",3891,3903,337934,4402708,2015-01-17 13:40:00,2015-01-26 09:45:00,"01/26/2015 09:45:00 AM","Closed","DPT Abandoned Vehicles- Gone on arrival - 1-22-15 @  1030   HRS #   229","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Black - Volkswagen -  - 6UID232","1845 9TH AVE, SAN FRANCISCO, CA, 94122",7,"Golden Gate Heights","(37.753816842135, -122.465738818405)","Web Self Service",NA,37.753816842135,-122.465738818405,60750303013,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.75381115,-122.465847629748,0,0,|&center=37.75381115,-122.465847629748&zoom=15&rand=443638805",212.08
"3892",3892,3904,1131098,885259,2011-05-20 09:17:45,2011-05-27 08:35:13,"05/27/2011 08:35:13 AM","Closed",NA,"DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of DUNCAN ST and TIFFANY AVE",9,"Bernal Heights","(37.746491699, -122.420358102)","Voice In",NA,37.746491699,-122.420358102,60750253004,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.74707405,-122.420842449821,0,0,|&center=37.74707405,-122.420842449821&zoom=15&rand=-2048417956",167.29
"3893",3893,3905,1515317,281531,2008-09-14 19:05:00,2008-10-08 10:22:00,"10/08/2008 10:22:00 AM","Closed",NA,"DPW BSM Queue","Blocked Street or SideWalk","Blocked_Sidewalk","Construction_materials blocking sidewalk"," 713 SHRADER ST, SAN FRANCISCO, CA, 94117",5,"Haight Ashbury","(37.768123954, -122.451918831)","Voice In",NA,37.768123954,-122.451918831,60750171023,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7682945,-122.4520327,0,0,|&center=37.7682945,-122.4520327&zoom=15&rand=220430762",567.28
"3894",3894,3906,1173441,821830,2011-02-07 22:44:04,2011-02-08 06:06:27,"02/08/2011 06:06:27 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Debris_filled_carts","Intersection of FRANCISCO ST and GOUGH ST",2,"Marina","(37.8027907186913, -122.428210290753)","Voice In",NA,37.8027907186913,-122.428210290753,60750129012,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.802791,-122.4282099,0,0,|&center=37.802791,-122.4282099&zoom=15&rand=1188820954",7.37
"3895",3895,3907,482599,3867703,2014-07-28 16:41:03,2014-07-29 11:03:59,"07/29/2014 11:03:59 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of JASPER PL and UNION ST",3,"North Beach","(37.8005450054487, -122.408358734987)","Voice In",NA,37.8005450054487,-122.408358734987,60750106003,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.8007324,-122.4079689,0,0,|&center=37.8007324,-122.4079689&zoom=15&rand=2068204439",18.38
"3896",3896,3908,616812,3309622,2014-01-27 08:08:03,2014-01-27 08:21:51,"01/27/2014 08:21:51 AM","Closed","Case Resolved -","Clear Channel - Transit Queue","Damaged Property","Damaged Transit_Shelter_Platform_Hazardous","Transit_Shelter_Platform_Hazardous","Intersection of 30TH ST and MISSION ST",9,"Bernal Heights","(37.7423755191567, -122.421968851528)","Voice In",NA,37.7423755191567,-122.421968851528,60750253003,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.742486,-122.422054,0,0,|&center=37.742486,-122.422054&zoom=15&rand=-401527471",0.23
"3897",3897,3909,520029,3730129,2014-06-11 08:58:57,2014-06-12 07:23:53,"06/12/2014 07:23:53 AM","Closed","Case Completed - resolved: 1098","DPW Ops Queue","Illegal Postings","Illegal Posting - Posted_on_Traffic_Light","Posted_on_Traffic_Light","Intersection of 7TH ST and BRANNAN ST",6,NA,"(37.7730510605649, -122.403205137744)","Web Self Service",NA,37.7730510605649,-122.403205137744,60750180002,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7733106,-122.403243766294,0,0,|&center=37.7733106,-122.403243766294&zoom=15&rand=1943944619",22.42
"3898",3898,3910,1435415,414163,2009-04-18 17:46:44,2009-04-25 08:10:36,"04/25/2009 08:10:36 AM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","City_receptacle - Offensive","Intersection of GEARY BLVD and PRESIDIO AVE",2,"Western Addition","(37.7824879377749, -122.445820390699)","Web Self Service",NA,37.7824879377749,-122.445820390699,60750157001,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7823299,-122.4459653,0,0,|&center=37.7823299,-122.4459653&zoom=15&rand=1908390823",158.4
"3899",3899,3911,277334,4613132,2015-03-27 13:40:00,2015-03-31 02:35:00,"03/31/2015 02:35:00 AM","Closed","Case Completed - resolved: Too high on signal pole, need to get extension pole. 10-98","DPW Ops Queue","Illegal Postings","Illegal Postings - Posting_Too_Large_in_Size","Posting_Too_Large_in_Size on Sidewalk","Intersection of 16TH ST and VALENCIA ST",8,"Mission","(37.7649173279987, -122.421886343791)","Voice In",NA,37.7649173279987,-122.421886343791,60750202003,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76469245,-122.422161018358,0,0,|&center=37.76469245,-122.422161018358&zoom=15&rand=-1404823496",84.92
"3900",3900,3912,606836,3354902,2014-02-10 14:23:36,NA,"03/30/2014 10:36:40 AM","Open","Open","RPD Natural Areas Queue","Rec and Park Requests","Park - Neighborhood_Services_Area","Other","Washington Square, , SAN FRANCISCO, CA, 94133",3,"North Beach","(37.800837458, -122.4100279)","Web Self Service",NA,37.800837458,-122.4100279,60750106003,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.80087595,-122.410098155973,0,0,|&center=37.80087595,-122.410098155973&zoom=15&rand=-1985997995",NA
"3901",3901,3913,1529119,258402,2008-08-02 08:11:00,2008-09-18 07:59:00,"09/18/2008 07:59:00 AM","Closed",NA,"311 HA SR Queue","SFHA Requests","SFHA Priority - Urgent","Carpenters","BUILDING 2451 SACRAMENTO STREET",2,"Pacific Heights","(37.789659237, -122.4332863)","Voice In",NA,37.789659237,-122.4332863,60750135002,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.79023285,-122.4329965,0,0,|&center=37.79023285,-122.4329965&zoom=15&rand=-1390734326",1127.8
"3902",3902,3914,796834,2275020,2013-04-22 14:52:35,2013-04-25 06:18:57,"04/25/2013 06:18:57 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Street - Offensive","Intersection of MALTA DR and OSHAUGHNESSY BLVD",8,"Glen Park","(37.7365026058028, -122.44360212509)","Web Self Service",NA,37.7365026058028,-122.44360212509,60750217001,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7385806,-122.4426019,0,0,|&center=37.7385806,-122.4426019&zoom=15&rand=-597833273",63.44
"3903",3903,3915,1078083,964054,2011-09-16 18:00:38,2011-09-22 16:53:20,"09/22/2011 04:53:20 PM","Closed",NA,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - PickupTruck","WHITE - FORD - 4x4 - 6F45540","1070 GREEN ST, SAN FRANCISCO, CA, 94133",3,"Russian Hill","(37.798588479048, -122.416737377607)","Voice In",NA,37.798588479048,-122.416737377607,60750103003,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.79832895,-122.416706553323,0,0,|&center=37.79832895,-122.416706553323&zoom=15&rand=-968258962",142.88
"3904",3904,3916,1093808,940112,2011-08-13 12:18:28,2011-09-07 08:05:41,"09/07/2011 08:05:41 AM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Other - Offensive","255 TOWNSEND ST, SAN FRANCISCO, CA, 94107",6,"South of Market","(37.778081832, -122.393528204)","Web Self Service",NA,37.778081832,-122.393528204,60750607001,"94158","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77810465,-122.392876485395,0,0,|&center=37.77810465,-122.392876485395&zoom=15&rand=-1348372549",595.79
"3905",3905,3917,919634,1360045,2012-08-30 17:49:00,2012-08-31 15:18:00,"08/31/2012 03:18:00 PM","Closed",NA,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","black  - toyota - camry LE  - NONE","234 STAPLES AVE, SAN FRANCISCO, CA, 94112",7,"Outer Mission","(37.729331535, -122.447405086)","Voice In",NA,37.729331535,-122.447405086,60750311004,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7290729,-122.4488634,0,0,|&center=37.7290729,-122.4488634&zoom=15&rand=1438900006",21.48
"3906",3906,3918,1211304,766554,2010-11-05 10:02:48,2010-11-05 12:09:32,"11/05/2010 12:09:32 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Illegal_Dumping","Mattress","1000 GENEVA AVE, SAN FRANCISCO, CA, 94112",11,"Crocker Amazon","(37.715374573, -122.43947696)","Voice In",NA,37.715374573,-122.43947696,60750263012,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.71612465,-122.439573450743,0,0,|&center=37.71612465,-122.439573450743&zoom=15&rand=-794462527",2.11
"3907",3907,3919,569675,3521167,2014-04-04 18:07:01,2014-04-08 16:30:39,"04/08/2014 04:30:39 PM","Closed","Case Transferred - psr 451689","MUNI Work Queue","MUNI Feedback","MUNI - Services_Service_Delivery_Facilities","601_Delay_No_Show","Intersection of KEARNY ST and PACIFIC AVE",3,"North Beach","(37.7970899504648, -122.405318489963)","Voice In",NA,37.7970899504648,-122.405318489963,60750106002,"94113","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7972432,-122.405173978125,0,0,|&center=37.7972432,-122.405173978125&zoom=15&rand=265620462",94.39
"3908",3908,3920,1297932,634188,2010-04-07 18:52:41,2010-04-09 06:16:46,"04/09/2010 06:16:46 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Illegal_Dumping","Furniture","Intersection of RALSTON ST and SHIELDS ST",11,"Ocean View","(37.7178942094021, -122.46894129385)","Voice In",NA,37.7178942094021,-122.46894129385,60750313012,"94132","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7178883,-122.4689409,0,0,|&center=37.7178883,-122.4689409&zoom=15&rand=760671455",35.4
"3909",3909,3921,1008495,1065811,2012-02-16 08:19:00,2012-02-19 06:08:00,"02/19/2012 06:08:00 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Human_waste_or_urine","Intersection of GOLDEN GATE AVE and VAN NESS AVE",6,"Downtown/Civic Center","(37.7810307026118, -122.420439600402)","Voice In",NA,37.7810307026118,-122.420439600402,60750124022,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.780487,-122.420997883455,0,0,|&center=37.780487,-122.420997883455&zoom=15&rand=-1237330537",69.82
"3910",3910,3922,1473834,349227,2009-01-11 15:17:37,2009-01-12 06:12:22,"01/12/2009 06:12:22 AM","Closed",NA,"311 Supervisor Queue","Sewer Issues","Water_Main_Break",NA,"  32 FOREST SIDE AVE, SAN FRANCISCO, CA, 94116",7,"West of Twin Peaks","(37.742650612, -122.468355433)","Voice In",NA,37.742650612,-122.468355433,60750308005,"94127","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7426421,-122.468306158999,0,0,|&center=37.7426421,-122.468306158999&zoom=15&rand=-1123644214",14.91
"3911",3911,3923,707257,2838009,2013-09-17 11:23:33,2013-11-04 09:52:17,"11/04/2013 09:52:17 AM","Closed","Case Resolved -","SFMTA - Temporary Sign Request Approved Queue","Temporary Sign Request","Temporary Sign Request for Moving_residential_property","24 ft zone requested from 09/30/2013 to 10/01/2013","990 BAY ST, SAN FRANCISCO, CA, 94109",2,"Aquatic Park / Ft. Mason","(37.804492181431, -122.423247928136)","Voice In",NA,37.804492181431,-122.423247928136,60750102003,"CA 94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.805207,-122.423161,0,0,|&center=37.805207,-122.423161&zoom=15&rand=712798013",1151.48
"3912",3912,3924,1403236,466402,2009-07-11 11:59:02,2009-07-14 17:11:13,"07/14/2009 05:11:13 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Illegal_Dumping","Illegal_Dumping - Furniture","4725 ANZA ST, SAN FRANCISCO, CA, 94121",1,"Outer Richmond","(37.777260287, -122.498997786)","Web Self Service",NA,37.777260287,-122.498997786,60750479011,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.777385,-122.5017329,0,0,|&center=37.777385,-122.5017329&zoom=15&rand=140250288",77.2
"3913",3913,3925,696219,2902561,2013-10-03 11:51:49,2014-04-01 10:17:18,"04/01/2014 10:17:18 AM","Closed","Case Resolved -","SFMTA - Temporary Sign Request Approved Queue","Temporary Sign Request","Temporary Sign Request for Other_Event_Type","8 ft zone requested from 10/18/2013 to 10/21/2013","Intersection of GROVE ST and LARKIN ST",6,"Civic Center","(37.7786578180815, -122.416580307266)","Voice In",NA,37.7786578180815,-122.416580307266,60750124022,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7784477,-122.4162551,0,0,|&center=37.7784477,-122.4162551&zoom=15&rand=-1065180661",4318.42
"3914",3914,3926,137767,5087037,2015-09-11 08:41:00,NA,"11/17/2015 12:00:00 PM","Open","accepted","DPW BSM Queue","Illegal Postings","Illegal Posting - Posted_on_Traffic_Light","Posted_on_Traffic_Light","Intersection of 17TH ST and CLAYTON ST",5,"Ashbury Heights","(37.7617813090188, -122.446783489416)","Web Self Service",NA,37.7617813090188,-122.446783489416,60750171012,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.761396,-122.4465299,0,0,|&center=37.761396,-122.4465299&zoom=15&rand=2044952286",NA
"3915",3915,3927,1274070,671233,2010-06-08 09:38:29,2010-10-13 15:09:12,"10/13/2010 03:09:12 PM","Closed",NA,"311 HA SR Queue","SFHA Requests","SFHA Priority - Urgent","Plumbers"," 990 PACIFIC AVE, Apt 519, SAN FRANCISCO, CA, 94133",3,"Nob Hill","(37.796364408528, -122.411575473026)","Voice In",NA,37.796364408528,-122.411575473026,60750107003,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7966451,-122.411302231793,0,0,|&center=37.7966451,-122.411302231793&zoom=15&rand=281738379",3053.51
"3916",3916,3928,425836,4070827,2014-10-02 20:19:51,2014-10-02 20:25:08,"10/02/2014 08:25:08 PM","Closed","Case is a Duplicate - duplicate. please see sr # 4070774.","Housing Authority SR Queue","SFHA Requests","SFHA Priority - Emergency","Electricians","BUILDING 255 WOODSIDE, , SAN FRANCISCO, CA, 94131",7,"Laguna Honda","(37.746576049, -122.4552359)","Voice In",NA,37.746576049,-122.4552359,60750305003,"94127","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7461952,-122.4545741,0,0,|&center=37.7461952,-122.4545741&zoom=15&rand=-1478780686",0.09
"3917",3917,3929,404427,4158109,2014-10-29 16:43:42,2014-11-05 10:54:48,"11/05/2014 10:54:48 AM","Closed","Case Transferred - PSR 463756","MUNI Work Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Signal_box - Not_Offensive","Intersection of CHURCH ST and DUBOCE AVE",8,"Duboce Triangle","(37.7694561645459, -122.429128105966)","Voice In",NA,37.7694561645459,-122.429128105966,60750168012,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.76996855,-122.428563156867,0,0,|&center=37.76996855,-122.428563156867&zoom=15&rand=1392527000",163.19
"3918",3918,3930,519121,3733339,2014-06-12 06:37:49,2014-06-16 12:47:50,"06/16/2014 12:47:50 PM","Closed","Case Resolved -","Clear Channel - Transit Queue","MUNI Feedback","MUNI - Services_Service_Delivery_Facilities","608_Station_Stop_Appearance_Maintenance","Intersection of TURK ST and JONES ST",6,"Tenderloin","(37.7830040965109, -122.412411848948)","Voice In",NA,37.7830040965109,-122.412411848948,60750125022,"94102","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7833862,-122.412194262831,0,0,|&center=37.7833862,-122.412194262831&zoom=15&rand=2108870354",102.17
"3919",3919,3931,1347111,557205,2009-12-04 15:44:00,2010-02-22 13:17:00,"02/22/2010 01:17:00 PM","Closed",NA,"PUC - Sewer - G","General Requests","puc - sewer - customer_callback","puc - sewer - customer_callback","1555 COLE ST, SAN FRANCISCO, CA, 94117",5,"Haight Ashbury","(37.760028774, -122.449425985)","Voice In",NA,37.760028774,-122.449425985,60750301023,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.762342,-122.4507369,0,0,|&center=37.762342,-122.4507369&zoom=15&rand=936164201",1917.55
"3920",3920,3932,85341,5252864,2015-11-04 07:48:00,2015-11-10 12:29:00,"11/10/2015 12:29:00 PM","Closed","Case Transferred -","MUNI Work Queue","MUNI Feedback","MUNI - Services_Miscellaneous","801_NextMuni_Technology","Intersection of 30TH ST and MISSION ST",9,"Bernal Heights","(37.7423755191567, -122.421968851528)","Voice In",NA,37.7423755191567,-122.421968851528,60750253003,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.742486,-122.422054,0,0,|&center=37.742486,-122.422054&zoom=15&rand=776701457",148.68
"3921",3921,3933,1021944,1045875,2012-01-18 07:38:31,2012-01-18 16:07:08,"01/18/2012 04:07:08 PM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Street_Cleaning","Mattress","3400 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,"Mission","(37.748224842797, -122.418228597976)","Voice In",NA,37.748224842797,-122.418228597976,60750209003,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.748402,-122.418543546962,0,0,|&center=37.748402,-122.418543546962&zoom=15&rand=-1215827859",8.48
"3922",3922,3934,918536,1372110,2012-09-02 16:19:00,2012-09-26 09:15:00,"09/26/2012 09:15:00 AM","Closed",NA,"DPT SignShop Surveyed - Area 1 Queue","Sign Repair","Sign - Defaced",NA,"1441 6TH AVE, SAN FRANCISCO, CA, 94122",5,"Inner Sunset","(37.761544095, -122.463056946)","Open311",NA,37.761544095,-122.463056946,60750301014,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7615492,-122.463208062277,0,0,|&center=37.7615492,-122.463208062277&zoom=15&rand=-182237672",568.93
"3923",3923,3935,335292,4411350,2015-01-20 15:04:00,2015-01-26 12:00:00,"01/26/2015 12:00:00 PM","Closed","Case Completed - resolved: 266 Bay Shore Blvd: condition not found - no action needed","DPW BSM Queue","Blocked Street or SideWalk","Blocked_Sidewalk","Display_merchandise blocking sidewalk","266 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",9,"Produce Market","(37.743965743722, -122.404833917266)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54bedededf865a0667cd2513/report.jpg",37.743965743722,-122.404833917266,60750251003,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7459709,-122.4043653,0,0,|&center=37.7459709,-122.4043653&zoom=15&rand=-254200960",140.93
"3924",3924,3936,983751,1103448,2012-04-12 07:35:00,2012-04-14 06:15:00,"04/14/2012 06:15:00 AM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Pole - Offensive","Intersection of 12TH AVE and CALIFORNIA ST",1,"Inner Richmond","(37.7845243745352, -122.470981642942)","Web Self Service",NA,37.7845243745352,-122.470981642942,60750402004,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7846142,-122.4708404,0,0,|&center=37.7846142,-122.4708404&zoom=15&rand=1698155117",46.67
"3925",3925,3937,1196022,789047,2010-12-14 20:03:47,2010-12-15 00:31:25,"12/15/2010 12:31:25 AM","Closed",NA,"311 Supervisor Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Signal_box - Offensive","Intersection of MASONIC AVE and PAGE ST",5,"Haight Ashbury","(37.7711420504648, -122.445535273801)","Web Self Service",NA,37.7711420504648,-122.445535273801,60750166004,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.771082,-122.445368,0,0,|&center=37.771082,-122.445368&zoom=15&rand=691061421",4.46
"3926",3926,3938,1350904,551410,2009-11-24 18:14:00,2009-12-01 09:38:00,"12/01/2009 09:38:00 AM","Closed",NA,"DPT Meter_Bike Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Parking_meter - Not_Offensive","100 5TH AVE, SAN FRANCISCO, CA, 94118",2,"Inner Richmond","(37.786483553, -122.463422005)","Voice In",NA,37.786483553,-122.463422005,60750401004,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.786722,-122.4636179,0,0,|&center=37.786722,-122.4636179&zoom=15&rand=-447699741",159.4
"3927",3927,3939,1073639,970552,2011-09-26 19:36:05,2011-09-28 06:11:48,"09/28/2011 06:11:48 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Garbage","Intersection of BUSH ST and STEINER ST",2,"Western Addition","(37.7868104891153, -122.435105838736)","Voice In",NA,37.7868104891153,-122.435105838736,60750152003,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78702225,-122.435753022988,0,0,|&center=37.78702225,-122.435753022988&zoom=15&rand=1618771715",34.6
"3928",3928,3940,1320295,598700,2010-02-09 09:36:00,2010-02-14 16:16:00,"02/14/2010 04:16:00 PM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Fire_call_box - Offensive","Intersection of CHESTNUT ST and OCTAVIA ST",2,"Marina","(37.8016538450644, -122.429666971256)","Web Self Service",NA,37.8016538450644,-122.429666971256,60750129022,"94123","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.8015428,-122.4297652,0,0,|&center=37.8015428,-122.4297652&zoom=15&rand=-1776115394",126.67
"3929",3929,3941,135011,5095913,2015-09-14 12:46:00,2015-09-17 11:09:00,"09/17/2015 11:09:00 AM","Closed","Case Completed - resolved: Maximo Service Request has been resolved","PUC Sewer Ops","Sewer Issues","Sewage_back_up","Outofsewervent4inch","326 HEARST AVE, SAN FRANCISCO, CA, 94112",7,"Sunnyside","(37.730815706147, -122.444953000691)","Voice In",NA,37.730815706147,-122.444953000691,60750311002,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7307155,-122.4443147,0,0,|&center=37.7307155,-122.4443147&zoom=15&rand=1893262634",70.38
